dataset,type,perspective,src_img,src_state,tgt_img,tgt_state,action
CALVIN,robot,1st,images/ep_15260/frame_915116.png,states/ep_15260/state_915116.npy,images/ep_15260/frame_915121.png,states/ep_15260/state_915121.npy,actions/ep_15260/action_915116to915120.npy
CALVIN,robot,1st,images/ep_3238/frame_195465.png,states/ep_3238/state_195465.npy,images/ep_3238/frame_195470.png,states/ep_3238/state_195470.npy,actions/ep_3238/action_195465to195469.npy
CALVIN,robot,1st,images/ep_5921/frame_355306.png,states/ep_5921/state_355306.npy,images/ep_5921/frame_355311.png,states/ep_5921/state_355311.npy,actions/ep_5921/action_355306to355310.npy
CALVIN,robot,1st,images/ep_2958/frame_179077.png,states/ep_2958/state_179077.npy,images/ep_2958/frame_179082.png,states/ep_2958/state_179082.npy,actions/ep_2958/action_179077to179081.npy
CALVIN,robot,1st,images/ep_12999/frame_779610.png,states/ep_12999/state_779610.npy,images/ep_12999/frame_779615.png,states/ep_12999/state_779615.npy,actions/ep_12999/action_779610to779614.npy
CALVIN,robot,1st,images/ep_5681/frame_340410.png,states/ep_5681/state_340410.npy,images/ep_5681/frame_340415.png,states/ep_5681/state_340415.npy,actions/ep_5681/action_340410to340414.npy
CALVIN,robot,1st,images/ep_2368/frame_142592.png,states/ep_2368/state_142592.npy,images/ep_2368/frame_142597.png,states/ep_2368/state_142597.npy,actions/ep_2368/action_142592to142596.npy
CALVIN,robot,1st,images/ep_10694/frame_641089.png,states/ep_10694/state_641089.npy,images/ep_10694/frame_641094.png,states/ep_10694/state_641094.npy,actions/ep_10694/action_641089to641093.npy
CALVIN,robot,1st,images/ep_11974/frame_716852.png,states/ep_11974/state_716852.npy,images/ep_11974/frame_716857.png,states/ep_11974/state_716857.npy,actions/ep_11974/action_716852to716856.npy
CALVIN,robot,1st,images/ep_15417/frame_924343.png,states/ep_15417/state_924343.npy,images/ep_15417/frame_924348.png,states/ep_15417/state_924348.npy,actions/ep_15417/action_924343to924347.npy
CALVIN,robot,1st,images/ep_16970/frame_1017223.png,states/ep_16970/state_1017223.npy,images/ep_16970/frame_1017228.png,states/ep_16970/state_1017228.npy,actions/ep_16970/action_1017223to1017227.npy
CALVIN,robot,1st,images/ep_16443/frame_985507.png,states/ep_16443/state_985507.npy,images/ep_16443/frame_985512.png,states/ep_16443/state_985512.npy,actions/ep_16443/action_985507to985511.npy
CALVIN,robot,1st,images/ep_15905/frame_953275.png,states/ep_15905/state_953275.npy,images/ep_15905/frame_953280.png,states/ep_15905/state_953280.npy,actions/ep_15905/action_953275to953279.npy
CALVIN,robot,1st,images/ep_14858/frame_890944.png,states/ep_14858/state_890944.npy,images/ep_14858/frame_890949.png,states/ep_14858/state_890949.npy,actions/ep_14858/action_890944to890948.npy
CALVIN,robot,1st,images/ep_3766/frame_227883.png,states/ep_3766/state_227883.npy,images/ep_3766/frame_227888.png,states/ep_3766/state_227888.npy,actions/ep_3766/action_227883to227887.npy
CALVIN,robot,1st,images/ep_12858/frame_771120.png,states/ep_12858/state_771120.npy,images/ep_12858/frame_771125.png,states/ep_12858/state_771125.npy,actions/ep_12858/action_771120to771124.npy
CALVIN,robot,1st,images/ep_2661/frame_160892.png,states/ep_2661/state_160892.npy,images/ep_2661/frame_160897.png,states/ep_2661/state_160897.npy,actions/ep_2661/action_160892to160896.npy
CALVIN,robot,1st,images/ep_5393/frame_323699.png,states/ep_5393/state_323699.npy,images/ep_5393/frame_323704.png,states/ep_5393/state_323704.npy,actions/ep_5393/action_323699to323703.npy
CALVIN,robot,1st,images/ep_4025/frame_243587.png,states/ep_4025/state_243587.npy,images/ep_4025/frame_243592.png,states/ep_4025/state_243592.npy,actions/ep_4025/action_243587to243591.npy
CALVIN,robot,1st,images/ep_398/frame_024246.png,states/ep_398/state_024246.npy,images/ep_398/frame_024251.png,states/ep_398/state_024251.npy,actions/ep_398/action_024246to024250.npy
CALVIN,robot,1st,images/ep_14955/frame_896655.png,states/ep_14955/state_896655.npy,images/ep_14955/frame_896660.png,states/ep_14955/state_896660.npy,actions/ep_14955/action_896655to896659.npy
CALVIN,robot,1st,images/ep_7628/frame_458970.png,states/ep_7628/state_458970.npy,images/ep_7628/frame_458975.png,states/ep_7628/state_458975.npy,actions/ep_7628/action_458970to458974.npy
CALVIN,robot,1st,images/ep_8339/frame_500677.png,states/ep_8339/state_500677.npy,images/ep_8339/frame_500682.png,states/ep_8339/state_500682.npy,actions/ep_8339/action_500677to500681.npy
CALVIN,robot,1st,images/ep_8459/frame_507747.png,states/ep_8459/state_507747.npy,images/ep_8459/frame_507752.png,states/ep_8459/state_507752.npy,actions/ep_8459/action_507747to507751.npy
CALVIN,robot,1st,images/ep_10098/frame_605331.png,states/ep_10098/state_605331.npy,images/ep_10098/frame_605336.png,states/ep_10098/state_605336.npy,actions/ep_10098/action_605331to605335.npy
CALVIN,robot,1st,images/ep_14908/frame_893910.png,states/ep_14908/state_893910.npy,images/ep_14908/frame_893915.png,states/ep_14908/state_893915.npy,actions/ep_14908/action_893910to893914.npy
CALVIN,robot,1st,images/ep_16656/frame_998546.png,states/ep_16656/state_998546.npy,images/ep_16656/frame_998551.png,states/ep_16656/state_998551.npy,actions/ep_16656/action_998546to998550.npy
CALVIN,robot,1st,images/ep_5598/frame_335537.png,states/ep_5598/state_335537.npy,images/ep_5598/frame_335542.png,states/ep_5598/state_335542.npy,actions/ep_5598/action_335537to335541.npy
CALVIN,robot,1st,images/ep_6068/frame_364387.png,states/ep_6068/state_364387.npy,images/ep_6068/frame_364392.png,states/ep_6068/state_364392.npy,actions/ep_6068/action_364387to364391.npy
CALVIN,robot,1st,images/ep_1267/frame_076570.png,states/ep_1267/state_076570.npy,images/ep_1267/frame_076575.png,states/ep_1267/state_076575.npy,actions/ep_1267/action_076570to076574.npy
CALVIN,robot,1st,images/ep_12579/frame_754165.png,states/ep_12579/state_754165.npy,images/ep_12579/frame_754170.png,states/ep_12579/state_754170.npy,actions/ep_12579/action_754165to754169.npy
CALVIN,robot,1st,images/ep_5624/frame_337139.png,states/ep_5624/state_337139.npy,images/ep_5624/frame_337144.png,states/ep_5624/state_337144.npy,actions/ep_5624/action_337139to337143.npy
CALVIN,robot,1st,images/ep_8523/frame_511474.png,states/ep_8523/state_511474.npy,images/ep_8523/frame_511479.png,states/ep_8523/state_511479.npy,actions/ep_8523/action_511474to511478.npy
CALVIN,robot,1st,images/ep_6634/frame_398655.png,states/ep_6634/state_398655.npy,images/ep_6634/frame_398660.png,states/ep_6634/state_398660.npy,actions/ep_6634/action_398655to398659.npy
CALVIN,robot,1st,images/ep_10148/frame_608154.png,states/ep_10148/state_608154.npy,images/ep_10148/frame_608159.png,states/ep_10148/state_608159.npy,actions/ep_10148/action_608154to608158.npy
CALVIN,robot,1st,images/ep_6303/frame_378311.png,states/ep_6303/state_378311.npy,images/ep_6303/frame_378316.png,states/ep_6303/state_378316.npy,actions/ep_6303/action_378311to378315.npy
CALVIN,robot,1st,images/ep_9839/frame_590188.png,states/ep_9839/state_590188.npy,images/ep_9839/frame_590193.png,states/ep_9839/state_590193.npy,actions/ep_9839/action_590188to590192.npy
CALVIN,robot,1st,images/ep_11816/frame_707242.png,states/ep_11816/state_707242.npy,images/ep_11816/frame_707247.png,states/ep_11816/state_707247.npy,actions/ep_11816/action_707242to707246.npy
CALVIN,robot,1st,images/ep_3075/frame_185883.png,states/ep_3075/state_185883.npy,images/ep_3075/frame_185888.png,states/ep_3075/state_185888.npy,actions/ep_3075/action_185883to185887.npy
CALVIN,robot,1st,images/ep_12367/frame_741209.png,states/ep_12367/state_741209.npy,images/ep_12367/frame_741214.png,states/ep_12367/state_741214.npy,actions/ep_12367/action_741209to741213.npy
CALVIN,robot,1st,images/ep_15227/frame_913191.png,states/ep_15227/state_913191.npy,images/ep_15227/frame_913196.png,states/ep_15227/state_913196.npy,actions/ep_15227/action_913191to913195.npy
CALVIN,robot,1st,images/ep_1191/frame_071958.png,states/ep_1191/state_071958.npy,images/ep_1191/frame_071963.png,states/ep_1191/state_071963.npy,actions/ep_1191/action_071958to071962.npy
CALVIN,robot,1st,images/ep_9040/frame_542633.png,states/ep_9040/state_542633.npy,images/ep_9040/frame_542638.png,states/ep_9040/state_542638.npy,actions/ep_9040/action_542633to542637.npy
CALVIN,robot,1st,images/ep_13437/frame_806108.png,states/ep_13437/state_806108.npy,images/ep_13437/frame_806113.png,states/ep_13437/state_806113.npy,actions/ep_13437/action_806108to806112.npy
CALVIN,robot,1st,images/ep_11297/frame_676620.png,states/ep_11297/state_676620.npy,images/ep_11297/frame_676625.png,states/ep_11297/state_676625.npy,actions/ep_11297/action_676620to676624.npy
CALVIN,robot,1st,images/ep_4496/frame_271608.png,states/ep_4496/state_271608.npy,images/ep_4496/frame_271613.png,states/ep_4496/state_271613.npy,actions/ep_4496/action_271608to271612.npy
CALVIN,robot,1st,images/ep_9002/frame_540180.png,states/ep_9002/state_540180.npy,images/ep_9002/frame_540185.png,states/ep_9002/state_540185.npy,actions/ep_9002/action_540180to540184.npy
CALVIN,robot,1st,images/ep_17676/frame_1060218.png,states/ep_17676/state_1060218.npy,images/ep_17676/frame_1060223.png,states/ep_17676/state_1060223.npy,actions/ep_17676/action_1060218to1060222.npy
CALVIN,robot,1st,images/ep_6527/frame_392186.png,states/ep_6527/state_392186.npy,images/ep_6527/frame_392191.png,states/ep_6527/state_392191.npy,actions/ep_6527/action_392186to392190.npy
CALVIN,robot,1st,images/ep_10557/frame_632751.png,states/ep_10557/state_632751.npy,images/ep_10557/frame_632756.png,states/ep_10557/state_632756.npy,actions/ep_10557/action_632751to632755.npy
CALVIN,robot,1st,images/ep_6346/frame_380903.png,states/ep_6346/state_380903.npy,images/ep_6346/frame_380908.png,states/ep_6346/state_380908.npy,actions/ep_6346/action_380903to380907.npy
CALVIN,robot,1st,images/ep_8806/frame_528235.png,states/ep_8806/state_528235.npy,images/ep_8806/frame_528240.png,states/ep_8806/state_528240.npy,actions/ep_8806/action_528235to528239.npy
CALVIN,robot,1st,images/ep_12336/frame_739350.png,states/ep_12336/state_739350.npy,images/ep_12336/frame_739355.png,states/ep_12336/state_739355.npy,actions/ep_12336/action_739350to739354.npy
CALVIN,robot,1st,images/ep_9653/frame_579208.png,states/ep_9653/state_579208.npy,images/ep_9653/frame_579213.png,states/ep_9653/state_579213.npy,actions/ep_9653/action_579208to579212.npy
CALVIN,robot,1st,images/ep_16883/frame_1011948.png,states/ep_16883/state_1011948.npy,images/ep_16883/frame_1011953.png,states/ep_16883/state_1011953.npy,actions/ep_16883/action_1011948to1011952.npy
CALVIN,robot,1st,images/ep_2408/frame_145040.png,states/ep_2408/state_145040.npy,images/ep_2408/frame_145045.png,states/ep_2408/state_145045.npy,actions/ep_2408/action_145040to145044.npy
CALVIN,robot,1st,images/ep_13777/frame_826081.png,states/ep_13777/state_826081.npy,images/ep_13777/frame_826086.png,states/ep_13777/state_826086.npy,actions/ep_13777/action_826081to826085.npy
CALVIN,robot,1st,images/ep_1579/frame_095052.png,states/ep_1579/state_095052.npy,images/ep_1579/frame_095057.png,states/ep_1579/state_095057.npy,actions/ep_1579/action_095052to095056.npy
CALVIN,robot,1st,images/ep_10348/frame_620011.png,states/ep_10348/state_620011.npy,images/ep_10348/frame_620016.png,states/ep_10348/state_620016.npy,actions/ep_10348/action_620011to620015.npy
CALVIN,robot,1st,images/ep_10831/frame_649364.png,states/ep_10831/state_649364.npy,images/ep_10831/frame_649369.png,states/ep_10831/state_649369.npy,actions/ep_10831/action_649364to649368.npy
CALVIN,robot,1st,images/ep_269/frame_016313.png,states/ep_269/state_016313.npy,images/ep_269/frame_016318.png,states/ep_269/state_016318.npy,actions/ep_269/action_016313to016317.npy
CALVIN,robot,1st,images/ep_7913/frame_476143.png,states/ep_7913/state_476143.npy,images/ep_7913/frame_476148.png,states/ep_7913/state_476148.npy,actions/ep_7913/action_476143to476147.npy
CALVIN,robot,1st,images/ep_5241/frame_314855.png,states/ep_5241/state_314855.npy,images/ep_5241/frame_314860.png,states/ep_5241/state_314860.npy,actions/ep_5241/action_314855to314859.npy
CALVIN,robot,1st,images/ep_5391/frame_323616.png,states/ep_5391/state_323616.npy,images/ep_5391/frame_323621.png,states/ep_5391/state_323621.npy,actions/ep_5391/action_323616to323620.npy
CALVIN,robot,1st,images/ep_2937/frame_177737.png,states/ep_2937/state_177737.npy,images/ep_2937/frame_177742.png,states/ep_2937/state_177742.npy,actions/ep_2937/action_177737to177741.npy
CALVIN,robot,1st,images/ep_4073/frame_246527.png,states/ep_4073/state_246527.npy,images/ep_4073/frame_246532.png,states/ep_4073/state_246532.npy,actions/ep_4073/action_246527to246531.npy
CALVIN,robot,1st,images/ep_1426/frame_086007.png,states/ep_1426/state_086007.npy,images/ep_1426/frame_086012.png,states/ep_1426/state_086012.npy,actions/ep_1426/action_086007to086011.npy
CALVIN,robot,1st,images/ep_7576/frame_455950.png,states/ep_7576/state_455950.npy,images/ep_7576/frame_455955.png,states/ep_7576/state_455955.npy,actions/ep_7576/action_455950to455954.npy
CALVIN,robot,1st,images/ep_5650/frame_338566.png,states/ep_5650/state_338566.npy,images/ep_5650/frame_338571.png,states/ep_5650/state_338571.npy,actions/ep_5650/action_338566to338570.npy
CALVIN,robot,1st,images/ep_12978/frame_778350.png,states/ep_12978/state_778350.npy,images/ep_12978/frame_778355.png,states/ep_12978/state_778355.npy,actions/ep_12978/action_778350to778354.npy
CALVIN,robot,1st,images/ep_17023/frame_1020510.png,states/ep_17023/state_1020510.npy,images/ep_17023/frame_1020515.png,states/ep_17023/state_1020515.npy,actions/ep_17023/action_1020510to1020514.npy
CALVIN,robot,1st,images/ep_8810/frame_528520.png,states/ep_8810/state_528520.npy,images/ep_8810/frame_528525.png,states/ep_8810/state_528525.npy,actions/ep_8810/action_528520to528524.npy
CALVIN,robot,1st,images/ep_1589/frame_095637.png,states/ep_1589/state_095637.npy,images/ep_1589/frame_095642.png,states/ep_1589/state_095642.npy,actions/ep_1589/action_095637to095641.npy
CALVIN,robot,1st,images/ep_4595/frame_277431.png,states/ep_4595/state_277431.npy,images/ep_4595/frame_277436.png,states/ep_4595/state_277436.npy,actions/ep_4595/action_277431to277435.npy
CALVIN,robot,1st,images/ep_1098/frame_066139.png,states/ep_1098/state_066139.npy,images/ep_1098/frame_066144.png,states/ep_1098/state_066144.npy,actions/ep_1098/action_066139to066143.npy
CALVIN,robot,1st,images/ep_8373/frame_502699.png,states/ep_8373/state_502699.npy,images/ep_8373/frame_502704.png,states/ep_8373/state_502704.npy,actions/ep_8373/action_502699to502703.npy
CALVIN,robot,1st,images/ep_3475/frame_210105.png,states/ep_3475/state_210105.npy,images/ep_3475/frame_210110.png,states/ep_3475/state_210110.npy,actions/ep_3475/action_210105to210109.npy
CALVIN,robot,1st,images/ep_17521/frame_1050661.png,states/ep_17521/state_1050661.npy,images/ep_17521/frame_1050666.png,states/ep_17521/state_1050666.npy,actions/ep_17521/action_1050661to1050665.npy
CALVIN,robot,1st,images/ep_342/frame_020781.png,states/ep_342/state_020781.npy,images/ep_342/frame_020786.png,states/ep_342/state_020786.npy,actions/ep_342/action_020781to020785.npy
CALVIN,robot,1st,images/ep_6260/frame_375709.png,states/ep_6260/state_375709.npy,images/ep_6260/frame_375714.png,states/ep_6260/state_375714.npy,actions/ep_6260/action_375709to375713.npy
CALVIN,robot,1st,images/ep_14235/frame_853762.png,states/ep_14235/state_853762.npy,images/ep_14235/frame_853767.png,states/ep_14235/state_853767.npy,actions/ep_14235/action_853762to853766.npy
CALVIN,robot,1st,images/ep_477/frame_029240.png,states/ep_477/state_029240.npy,images/ep_477/frame_029245.png,states/ep_477/state_029245.npy,actions/ep_477/action_029240to029244.npy
CALVIN,robot,1st,images/ep_1426/frame_086017.png,states/ep_1426/state_086017.npy,images/ep_1426/frame_086022.png,states/ep_1426/state_086022.npy,actions/ep_1426/action_086017to086021.npy
CALVIN,robot,1st,images/ep_1287/frame_077794.png,states/ep_1287/state_077794.npy,images/ep_1287/frame_077799.png,states/ep_1287/state_077799.npy,actions/ep_1287/action_077794to077798.npy
CALVIN,robot,1st,images/ep_3931/frame_237922.png,states/ep_3931/state_237922.npy,images/ep_3931/frame_237927.png,states/ep_3931/state_237927.npy,actions/ep_3931/action_237922to237926.npy
CALVIN,robot,1st,images/ep_14639/frame_877654.png,states/ep_14639/state_877654.npy,images/ep_14639/frame_877659.png,states/ep_14639/state_877659.npy,actions/ep_14639/action_877654to877658.npy
CALVIN,robot,1st,images/ep_9652/frame_579128.png,states/ep_9652/state_579128.npy,images/ep_9652/frame_579133.png,states/ep_9652/state_579133.npy,actions/ep_9652/action_579128to579132.npy
CALVIN,robot,1st,images/ep_10826/frame_649050.png,states/ep_10826/state_649050.npy,images/ep_10826/frame_649055.png,states/ep_10826/state_649055.npy,actions/ep_10826/action_649050to649054.npy
CALVIN,robot,1st,images/ep_15414/frame_924128.png,states/ep_15414/state_924128.npy,images/ep_15414/frame_924133.png,states/ep_15414/state_924133.npy,actions/ep_15414/action_924128to924132.npy
CALVIN,robot,1st,images/ep_3295/frame_198942.png,states/ep_3295/state_198942.npy,images/ep_3295/frame_198947.png,states/ep_3295/state_198947.npy,actions/ep_3295/action_198942to198946.npy
CALVIN,robot,1st,images/ep_2044/frame_122571.png,states/ep_2044/state_122571.npy,images/ep_2044/frame_122576.png,states/ep_2044/state_122576.npy,actions/ep_2044/action_122571to122575.npy
CALVIN,robot,1st,images/ep_16456/frame_986336.png,states/ep_16456/state_986336.npy,images/ep_16456/frame_986341.png,states/ep_16456/state_986341.npy,actions/ep_16456/action_986336to986340.npy
CALVIN,robot,1st,images/ep_3686/frame_222978.png,states/ep_3686/state_222978.npy,images/ep_3686/frame_222983.png,states/ep_3686/state_222983.npy,actions/ep_3686/action_222978to222982.npy
CALVIN,robot,1st,images/ep_12412/frame_743966.png,states/ep_12412/state_743966.npy,images/ep_12412/frame_743971.png,states/ep_12412/state_743971.npy,actions/ep_12412/action_743966to743970.npy
CALVIN,robot,1st,images/ep_17758/frame_1065082.png,states/ep_17758/state_1065082.npy,images/ep_17758/frame_1065087.png,states/ep_17758/state_1065087.npy,actions/ep_17758/action_1065082to1065086.npy
CALVIN,robot,1st,images/ep_3922/frame_237391.png,states/ep_3922/state_237391.npy,images/ep_3922/frame_237396.png,states/ep_3922/state_237396.npy,actions/ep_3922/action_237391to237395.npy
CALVIN,robot,1st,images/ep_6802/frame_409042.png,states/ep_6802/state_409042.npy,images/ep_6802/frame_409047.png,states/ep_6802/state_409047.npy,actions/ep_6802/action_409042to409046.npy
CALVIN,robot,1st,images/ep_6771/frame_407139.png,states/ep_6771/state_407139.npy,images/ep_6771/frame_407144.png,states/ep_6771/state_407144.npy,actions/ep_6771/action_407139to407143.npy
CALVIN,robot,1st,images/ep_10586/frame_634552.png,states/ep_10586/state_634552.npy,images/ep_10586/frame_634557.png,states/ep_10586/state_634557.npy,actions/ep_10586/action_634552to634556.npy
CALVIN,robot,1st,images/ep_665/frame_039978.png,states/ep_665/state_039978.npy,images/ep_665/frame_039983.png,states/ep_665/state_039983.npy,actions/ep_665/action_039978to039982.npy
CALVIN,robot,1st,images/ep_11552/frame_691630.png,states/ep_11552/state_691630.npy,images/ep_11552/frame_691635.png,states/ep_11552/state_691635.npy,actions/ep_11552/action_691630to691634.npy
CALVIN,robot,1st,images/ep_15875/frame_951369.png,states/ep_15875/state_951369.npy,images/ep_15875/frame_951374.png,states/ep_15875/state_951374.npy,actions/ep_15875/action_951369to951373.npy
CALVIN,robot,1st,images/ep_6840/frame_411326.png,states/ep_6840/state_411326.npy,images/ep_6840/frame_411331.png,states/ep_6840/state_411331.npy,actions/ep_6840/action_411326to411330.npy
CALVIN,robot,1st,images/ep_5542/frame_332216.png,states/ep_5542/state_332216.npy,images/ep_5542/frame_332221.png,states/ep_5542/state_332221.npy,actions/ep_5542/action_332216to332220.npy
CALVIN,robot,1st,images/ep_11404/frame_682759.png,states/ep_11404/state_682759.npy,images/ep_11404/frame_682764.png,states/ep_11404/state_682764.npy,actions/ep_11404/action_682759to682763.npy
CALVIN,robot,1st,images/ep_9280/frame_557146.png,states/ep_9280/state_557146.npy,images/ep_9280/frame_557151.png,states/ep_9280/state_557151.npy,actions/ep_9280/action_557146to557150.npy
CALVIN,robot,1st,images/ep_765/frame_045781.png,states/ep_765/state_045781.npy,images/ep_765/frame_045786.png,states/ep_765/state_045786.npy,actions/ep_765/action_045781to045785.npy
CALVIN,robot,1st,images/ep_7371/frame_443514.png,states/ep_7371/state_443514.npy,images/ep_7371/frame_443519.png,states/ep_7371/state_443519.npy,actions/ep_7371/action_443514to443518.npy
CALVIN,robot,1st,images/ep_11410/frame_683139.png,states/ep_11410/state_683139.npy,images/ep_11410/frame_683144.png,states/ep_11410/state_683144.npy,actions/ep_11410/action_683139to683143.npy
CALVIN,robot,1st,images/ep_4695/frame_283288.png,states/ep_4695/state_283288.npy,images/ep_4695/frame_283293.png,states/ep_4695/state_283293.npy,actions/ep_4695/action_283288to283292.npy
CALVIN,robot,1st,images/ep_4772/frame_287675.png,states/ep_4772/state_287675.npy,images/ep_4772/frame_287680.png,states/ep_4772/state_287680.npy,actions/ep_4772/action_287675to287679.npy
CALVIN,robot,1st,images/ep_5693/frame_341189.png,states/ep_5693/state_341189.npy,images/ep_5693/frame_341194.png,states/ep_5693/state_341194.npy,actions/ep_5693/action_341189to341193.npy
CALVIN,robot,1st,images/ep_8657/frame_519173.png,states/ep_8657/state_519173.npy,images/ep_8657/frame_519178.png,states/ep_8657/state_519178.npy,actions/ep_8657/action_519173to519177.npy
CALVIN,robot,1st,images/ep_13038/frame_781841.png,states/ep_13038/state_781841.npy,images/ep_13038/frame_781846.png,states/ep_13038/state_781846.npy,actions/ep_13038/action_781841to781845.npy
CALVIN,robot,1st,images/ep_4997/frame_301020.png,states/ep_4997/state_301020.npy,images/ep_4997/frame_301025.png,states/ep_4997/state_301025.npy,actions/ep_4997/action_301020to301024.npy
CALVIN,robot,1st,images/ep_9664/frame_579905.png,states/ep_9664/state_579905.npy,images/ep_9664/frame_579910.png,states/ep_9664/state_579910.npy,actions/ep_9664/action_579905to579909.npy
CALVIN,robot,1st,images/ep_16316/frame_977905.png,states/ep_16316/state_977905.npy,images/ep_16316/frame_977910.png,states/ep_16316/state_977910.npy,actions/ep_16316/action_977905to977909.npy
CALVIN,robot,1st,images/ep_12778/frame_766294.png,states/ep_12778/state_766294.npy,images/ep_12778/frame_766299.png,states/ep_12778/state_766299.npy,actions/ep_12778/action_766294to766298.npy
CALVIN,robot,1st,images/ep_13484/frame_808910.png,states/ep_13484/state_808910.npy,images/ep_13484/frame_808915.png,states/ep_13484/state_808915.npy,actions/ep_13484/action_808910to808914.npy
CALVIN,robot,1st,images/ep_2251/frame_135456.png,states/ep_2251/state_135456.npy,images/ep_2251/frame_135461.png,states/ep_2251/state_135461.npy,actions/ep_2251/action_135456to135460.npy
CALVIN,robot,1st,images/ep_8550/frame_513087.png,states/ep_8550/state_513087.npy,images/ep_8550/frame_513092.png,states/ep_8550/state_513092.npy,actions/ep_8550/action_513087to513091.npy
CALVIN,robot,1st,images/ep_12865/frame_771445.png,states/ep_12865/state_771445.npy,images/ep_12865/frame_771450.png,states/ep_12865/state_771450.npy,actions/ep_12865/action_771445to771449.npy
CALVIN,robot,1st,images/ep_16435/frame_985090.png,states/ep_16435/state_985090.npy,images/ep_16435/frame_985095.png,states/ep_16435/state_985095.npy,actions/ep_16435/action_985090to985094.npy
CALVIN,robot,1st,images/ep_5067/frame_304930.png,states/ep_5067/state_304930.npy,images/ep_5067/frame_304935.png,states/ep_5067/state_304935.npy,actions/ep_5067/action_304930to304934.npy
CALVIN,robot,1st,images/ep_2062/frame_123713.png,states/ep_2062/state_123713.npy,images/ep_2062/frame_123718.png,states/ep_2062/state_123718.npy,actions/ep_2062/action_123713to123717.npy
CALVIN,robot,1st,images/ep_6997/frame_420651.png,states/ep_6997/state_420651.npy,images/ep_6997/frame_420656.png,states/ep_6997/state_420656.npy,actions/ep_6997/action_420651to420655.npy
CALVIN,robot,1st,images/ep_8043/frame_483768.png,states/ep_8043/state_483768.npy,images/ep_8043/frame_483773.png,states/ep_8043/state_483773.npy,actions/ep_8043/action_483768to483772.npy
CALVIN,robot,1st,images/ep_9810/frame_588449.png,states/ep_9810/state_588449.npy,images/ep_9810/frame_588454.png,states/ep_9810/state_588454.npy,actions/ep_9810/action_588449to588453.npy
CALVIN,robot,1st,images/ep_10083/frame_604423.png,states/ep_10083/state_604423.npy,images/ep_10083/frame_604428.png,states/ep_10083/state_604428.npy,actions/ep_10083/action_604423to604427.npy
CALVIN,robot,1st,images/ep_14066/frame_843362.png,states/ep_14066/state_843362.npy,images/ep_14066/frame_843367.png,states/ep_14066/state_843367.npy,actions/ep_14066/action_843362to843366.npy
CALVIN,robot,1st,images/ep_2765/frame_167278.png,states/ep_2765/state_167278.npy,images/ep_2765/frame_167283.png,states/ep_2765/state_167283.npy,actions/ep_2765/action_167278to167282.npy
CALVIN,robot,1st,images/ep_9256/frame_555655.png,states/ep_9256/state_555655.npy,images/ep_9256/frame_555660.png,states/ep_9256/state_555660.npy,actions/ep_9256/action_555655to555659.npy
CALVIN,robot,1st,images/ep_12252/frame_734204.png,states/ep_12252/state_734204.npy,images/ep_12252/frame_734209.png,states/ep_12252/state_734209.npy,actions/ep_12252/action_734204to734208.npy
CALVIN,robot,1st,images/ep_16559/frame_992708.png,states/ep_16559/state_992708.npy,images/ep_16559/frame_992713.png,states/ep_16559/state_992713.npy,actions/ep_16559/action_992708to992712.npy
CALVIN,robot,1st,images/ep_14536/frame_871660.png,states/ep_14536/state_871660.npy,images/ep_14536/frame_871665.png,states/ep_14536/state_871665.npy,actions/ep_14536/action_871660to871664.npy
CALVIN,robot,1st,images/ep_14642/frame_877854.png,states/ep_14642/state_877854.npy,images/ep_14642/frame_877859.png,states/ep_14642/state_877859.npy,actions/ep_14642/action_877854to877858.npy
CALVIN,robot,1st,images/ep_12635/frame_757536.png,states/ep_12635/state_757536.npy,images/ep_12635/frame_757541.png,states/ep_12635/state_757541.npy,actions/ep_12635/action_757536to757540.npy
CALVIN,robot,1st,images/ep_12151/frame_727899.png,states/ep_12151/state_727899.npy,images/ep_12151/frame_727904.png,states/ep_12151/state_727904.npy,actions/ep_12151/action_727899to727903.npy
CALVIN,robot,1st,images/ep_11144/frame_667466.png,states/ep_11144/state_667466.npy,images/ep_11144/frame_667471.png,states/ep_11144/state_667471.npy,actions/ep_11144/action_667466to667470.npy
CALVIN,robot,1st,images/ep_2259/frame_135976.png,states/ep_2259/state_135976.npy,images/ep_2259/frame_135981.png,states/ep_2259/state_135981.npy,actions/ep_2259/action_135976to135980.npy
CALVIN,robot,1st,images/ep_13177/frame_790185.png,states/ep_13177/state_790185.npy,images/ep_13177/frame_790190.png,states/ep_13177/state_790190.npy,actions/ep_13177/action_790185to790189.npy
CALVIN,robot,1st,images/ep_10634/frame_637509.png,states/ep_10634/state_637509.npy,images/ep_10634/frame_637514.png,states/ep_10634/state_637514.npy,actions/ep_10634/action_637509to637513.npy
CALVIN,robot,1st,images/ep_8888/frame_533247.png,states/ep_8888/state_533247.npy,images/ep_8888/frame_533252.png,states/ep_8888/state_533252.npy,actions/ep_8888/action_533247to533251.npy
CALVIN,robot,1st,images/ep_621/frame_037704.png,states/ep_621/state_037704.npy,images/ep_621/frame_037709.png,states/ep_621/state_037709.npy,actions/ep_621/action_037704to037708.npy
CALVIN,robot,1st,images/ep_16659/frame_998756.png,states/ep_16659/state_998756.npy,images/ep_16659/frame_998761.png,states/ep_16659/state_998761.npy,actions/ep_16659/action_998756to998760.npy
